Invoice_Text,Category
GST Tax Payment Rs 3615,GST Payment
Monthly GST Deposit Rs 49392,GST Payment
GST Challan Payment Rs 98909,GST Payment
Monthly GST Deposit Rs 97976,GST Payment
GST Challan Payment Rs 25404,GST Payment
GST Tax Payment Rs 40447,GST Payment
GST Tax Payment Rs 77782,GST Payment
Monthly GST Deposit Rs 63304,GST Payment
Monthly GST Deposit Rs 70367,GST Payment
GST Tax Payment Rs 37713,GST Payment
GST Challan Payment Rs 19955,GST Payment
GST Tax Payment Rs 28976,GST Payment
GST Challan Payment Rs 35488,GST Payment
GST Tax Payment Rs 5727,GST Payment
GST Challan Payment Rs 5099,GST Payment
Monthly GST Deposit Rs 51234,GST Payment
Monthly GST Deposit Rs 22642,GST Payment
Monthly GST Deposit Rs 22625,GST Payment
Monthly GST Deposit Rs 96733,GST Payment
GST Challan Payment Rs 74070,GST Payment
Monthly GST Deposit Rs 25678,GST Payment
GST Challan Payment Rs 31455,GST Payment
Monthly GST Deposit Rs 13021,GST Payment
GST Tax Payment Rs 49364,GST Payment
GST Challan Payment Rs 95988,GST Payment
GST Tax Payment Rs 3520,GST Payment
Monthly GST Deposit Rs 69912,GST Payment
Monthly GST Deposit Rs 84458,GST Payment
Monthly GST Deposit Rs 74841,GST Payment
GST Tax Payment Rs 55527,GST Payment
GST Challan Payment Rs 77127,GST Payment
GST Tax Payment Rs 4424,GST Payment
GST Challan Payment Rs 35051,GST Payment
Monthly GST Deposit Rs 89197,GST Payment
Monthly GST Deposit Rs 75277,GST Payment
GST Tax Payment Rs 88914,GST Payment
Monthly GST Deposit Rs 46301,GST Payment
Input GST Refund Rs 54773,GST Refund
Input GST Refund Rs 36996,GST Refund
GST Claim Refund Rs 47473,GST Refund
Input GST Refund Rs 20519,GST Refund
Input GST Refund Rs 10683,GST Refund
GST Refund Received Rs 40448,GST Refund
GST Refund Received Rs 49756,GST Refund
GST Refund Received Rs 34689,GST Refund
Input GST Refund Rs 96085,GST Refund
Input GST Refund Rs 45836,GST Refund
Input GST Refund Rs 81981,GST Refund
Input GST Refund Rs 10029,GST Refund
GST Claim Refund Rs 60790,GST Refund
GST Claim Refund Rs 44563,GST Refund
GST Claim Refund Rs 57497,GST Refund
GST Refund Received Rs 77456,GST Refund
Input GST Refund Rs 52971,GST Refund
GST Claim Refund Rs 84210,GST Refund
GST Refund Received Rs 17389,GST Refund
GST Refund Received Rs 65210,GST Refund
Input GST Refund Rs 64922,GST Refund
GST Claim Refund Rs 90937,GST Refund
Input GST Refund Rs 39870,GST Refund
Input GST Refund Rs 39096,GST Refund
GST Refund Received Rs 88504,GST Refund
Input GST Refund Rs 92144,GST Refund
Input GST Refund Rs 81551,GST Refund
GST Refund Received Rs 73166,GST Refund
GST Claim Refund Rs 81057,GST Refund
Input GST Refund Rs 65301,GST Refund
GST Refund Received Rs 45772,GST Refund
Input GST Refund Rs 54065,GST Refund
Input GST Refund Rs 93109,GST Refund
GST Claim Refund Rs 73608,GST Refund
GST Claim Refund Rs 51176,GST Refund
Input GST Refund Rs 53886,GST Refund
GST Refund Received Rs 42019,GST Refund
Input GST Refund Rs 18491,GST Refund
GST Claim Refund Rs 51874,GST Refund
GST Refund Received Rs 10737,GST Refund
Input GST Refund Rs 14892,GST Refund
GST Claim Refund Rs 1176,GST Refund
Input GST Refund Rs 5758,GST Refund
GST Refund Received Rs 87434,GST Refund
Input GST Refund Rs 29106,GST Refund
Input GST Refund Rs 1592,GST Refund
Input GST Refund Rs 82952,GST Refund
Input GST Refund Rs 13431,GST Refund
Input GST Refund Rs 59113,GST Refund
GST Claim Refund Rs 44081,GST Refund
Input GST Refund Rs 59782,GST Refund
GST Claim Refund Rs 94477,GST Refund
Input GST Refund Rs 87497,GST Refund
Input GST Refund Rs 29999,GST Refund
Input GST Refund Rs 33002,GST Refund
Input GST Refund Rs 42689,GST Refund
GST Refund Received Rs 52023,GST Refund
GST Refund Received Rs 63024,GST Refund
GST Claim Refund Rs 66634,GST Refund
Input GST Refund Rs 4944,GST Refund
GST Refund Received Rs 62497,GST Refund
GST Refund Received Rs 45454,GST Refund
GST Refund Received Rs 34912,GST Refund
GST Refund Received Rs 80565,GST Refund
GST Refund Received Rs 97280,GST Refund
GST Claim Refund Rs 55082,GST Refund
GST Refund Received Rs 43333,GST Refund
GST Refund Received Rs 31541,GST Refund
Input GST Refund Rs 4603,GST Refund
GST Claim Refund Rs 5277,GST Refund
GST Refund Received Rs 51622,GST Refund
GST Refund Received Rs 7315,GST Refund
GST Claim Refund Rs 97191,GST Refund
GST Claim Refund Rs 71332,GST Refund
Input GST Refund Rs 43701,GST Refund
Input GST Refund Rs 18210,GST Refund
Input GST Refund Rs 86519,GST Refund
GST Claim Refund Rs 96873,GST Refund
GST Claim Refund Rs 15607,GST Refund
GST Refund Received Rs 79705,GST Refund
Input GST Refund Rs 72802,GST Refund
Input GST Refund Rs 68365,GST Refund
GST Claim Refund Rs 42786,GST Refund
Input GST Refund Rs 24593,GST Refund
Input GST Refund Rs 78163,GST Refund
GST Refund Received Rs 69855,GST Refund
GST Claim Refund Rs 70960,GST Refund
GST Refund Received Rs 12117,GST Refund
GST Refund Received Rs 71987,GST Refund
GST Claim Refund Rs 16278,GST Refund
Input GST Refund Rs 52560,GST Refund
GST Refund Received Rs 67392,GST Refund
GST Claim Refund Rs 40030,GST Refund
GST Claim Refund Rs 80590,GST Refund
GST Claim Refund Rs 65670,GST Refund
GST Refund Received Rs 75668,GST Refund
GST Refund Received Rs 41057,GST Refund
GST Refund Received Rs 74267,GST Refund
Input GST Refund Rs 11223,GST Refund
GST Refund Received Rs 27682,GST Refund
Reverse Charge GST Service Rs 42357,Reverse Charge
Reverse Charge GST Service Rs 13255,Reverse Charge
Advocate Invoice RCM Rs 31657,Reverse Charge
Legal Service Under RCM Rs 98372,Reverse Charge
Legal Service Under RCM Rs 22796,Reverse Charge
Legal Service Under RCM Rs 29479,Reverse Charge
Advocate Invoice RCM Rs 85004,Reverse Charge
Legal Service Under RCM Rs 32052,Reverse Charge
Reverse Charge GST Service Rs 3322,Reverse Charge
Reverse Charge GST Service Rs 9183,Reverse Charge
Reverse Charge GST Service Rs 72428,Reverse Charge
Advocate Invoice RCM Rs 89682,Reverse Charge
Reverse Charge GST Service Rs 42701,Reverse Charge
Reverse Charge GST Service Rs 19812,Reverse Charge
Legal Service Under RCM Rs 5351,Reverse Charge
Reverse Charge GST Service Rs 25410,Reverse Charge
Advocate Invoice RCM Rs 26745,Reverse Charge
Legal Service Under RCM Rs 76810,Reverse Charge
Legal Service Under RCM Rs 52103,Reverse Charge
Reverse Charge GST Service Rs 7095,Reverse Charge
Reverse Charge GST Service Rs 91357,Reverse Charge
Advocate Invoice RCM Rs 37304,Reverse Charge
Reverse Charge GST Service Rs 79927,Reverse Charge
Legal Service Under RCM Rs 32387,Reverse Charge
Legal Service Under RCM Rs 74109,Reverse Charge
Legal Service Under RCM Rs 20347,Reverse Charge
Reverse Charge GST Service Rs 55478,Reverse Charge
Legal Service Under RCM Rs 42073,Reverse Charge
Legal Service Under RCM Rs 84059,Reverse Charge
Reverse Charge GST Service Rs 74528,Reverse Charge
Advocate Invoice RCM Rs 34411,Reverse Charge
Reverse Charge GST Service Rs 81647,Reverse Charge
Advocate Invoice RCM Rs 30450,Reverse Charge
Advocate Invoice RCM Rs 97335,Reverse Charge
Advocate Invoice RCM Rs 50165,Reverse Charge
Advocate Invoice RCM Rs 19256,Reverse Charge
Advocate Invoice RCM Rs 33724,Reverse Charge
Legal Service Under RCM Rs 11624,Reverse Charge
Reverse Charge GST Service Rs 61960,Reverse Charge
Legal Service Under RCM Rs 87304,Reverse Charge
Advocate Invoice RCM Rs 6860,Reverse Charge
Reverse Charge GST Service Rs 75970,Reverse Charge
Legal Service Under RCM Rs 42441,Reverse Charge
Reverse Charge GST Service Rs 53160,Reverse Charge
Reverse Charge GST Service Rs 32626,Reverse Charge
Reverse Charge GST Service Rs 44283,Reverse Charge
Legal Service Under RCM Rs 39793,Reverse Charge
Advocate Invoice RCM Rs 84677,Reverse Charge
Legal Service Under RCM Rs 69806,Reverse Charge
Legal Service Under RCM Rs 99406,Reverse Charge
Reverse Charge GST Service Rs 12044,Reverse Charge
Reverse Charge GST Service Rs 79395,Reverse Charge
Advocate Invoice RCM Rs 6525,Reverse Charge
Advocate Invoice RCM Rs 22570,Reverse Charge
Legal Service Under RCM Rs 41567,Reverse Charge
Legal Service Under RCM Rs 97413,Reverse Charge
Advocate Invoice RCM Rs 89431,Reverse Charge
Legal Service Under RCM Rs 54291,Reverse Charge
Advocate Invoice RCM Rs 97945,Reverse Charge
Legal Service Under RCM Rs 22058,Reverse Charge
Advocate Invoice RCM Rs 80321,Reverse Charge
Reverse Charge GST Service Rs 57272,Reverse Charge
Legal Service Under RCM Rs 96064,Reverse Charge
Advocate Invoice RCM Rs 29728,Reverse Charge
Legal Service Under RCM Rs 1317,Reverse Charge
Legal Service Under RCM Rs 85479,Reverse Charge
Reverse Charge GST Service Rs 13570,Reverse Charge
Legal Service Under RCM Rs 55981,Reverse Charge
Legal Service Under RCM Rs 47690,Reverse Charge
Advocate Invoice RCM Rs 1319,Reverse Charge
Advocate Invoice RCM Rs 93371,Reverse Charge
Reverse Charge GST Service Rs 34750,Reverse Charge
Reverse Charge GST Service Rs 16487,Reverse Charge
Legal Service Under RCM Rs 17920,Reverse Charge
Reverse Charge GST Service Rs 26799,Reverse Charge
Legal Service Under RCM Rs 32853,Reverse Charge
Legal Service Under RCM Rs 43171,Reverse Charge
Reverse Charge GST Service Rs 54605,Reverse Charge
Legal Service Under RCM Rs 54781,Reverse Charge
Legal Service Under RCM Rs 69750,Reverse Charge
Legal Service Under RCM Rs 3106,Reverse Charge
Reverse Charge GST Service Rs 33916,Reverse Charge
Advocate Invoice RCM Rs 36308,Reverse Charge
Reverse Charge GST Service Rs 34870,Reverse Charge
Advocate Invoice RCM Rs 73141,Reverse Charge
Legal Service Under RCM Rs 34165,Reverse Charge
Advocate Invoice RCM Rs 17661,Reverse Charge
Reverse Charge GST Service Rs 48655,Reverse Charge
Reverse Charge GST Service Rs 68538,Reverse Charge
Advocate Invoice RCM Rs 10822,Reverse Charge
Reverse Charge GST Service Rs 12329,Reverse Charge
Advocate Invoice RCM Rs 1848,Reverse Charge
Advocate Invoice RCM Rs 37317,Reverse Charge
Legal Service Under RCM Rs 49381,Reverse Charge
Reverse Charge GST Service Rs 6289,Reverse Charge
Legal Service Under RCM Rs 6661,Reverse Charge
Advocate Invoice RCM Rs 48914,Reverse Charge
Legal Service Under RCM Rs 82660,Reverse Charge
Legal Service Under RCM Rs 73439,Reverse Charge
Reverse Charge GST Service Rs 36068,Reverse Charge
Healthcare Service Invoice Rs 17915,Exempt Supply
Education Service Invoice Rs 63392,Exempt Supply
Exempt Supply Bill Rs 60062,Exempt Supply
Education Service Invoice Rs 82563,Exempt Supply
Education Service Invoice Rs 67816,Exempt Supply
Exempt Supply Bill Rs 1678,Exempt Supply
Education Service Invoice Rs 25947,Exempt Supply
Education Service Invoice Rs 13840,Exempt Supply
Exempt Supply Bill Rs 20931,Exempt Supply
Education Service Invoice Rs 18979,Exempt Supply
Education Service Invoice Rs 55507,Exempt Supply
Education Service Invoice Rs 66208,Exempt Supply
Education Service Invoice Rs 84769,Exempt Supply
Education Service Invoice Rs 36375,Exempt Supply
Healthcare Service Invoice Rs 7740,Exempt Supply
Healthcare Service Invoice Rs 74175,Exempt Supply
Healthcare Service Invoice Rs 71542,Exempt Supply
Healthcare Service Invoice Rs 96037,Exempt Supply
Education Service Invoice Rs 15342,Exempt Supply
Exempt Supply Bill Rs 71682,Exempt Supply
Education Service Invoice Rs 44552,Exempt Supply
Exempt Supply Bill Rs 27833,Exempt Supply
Exempt Supply Bill Rs 64673,Exempt Supply
Healthcare Service Invoice Rs 96413,Exempt Supply
Healthcare Service Invoice Rs 45719,Exempt Supply
Education Service Invoice Rs 92290,Exempt Supply
Healthcare Service Invoice Rs 45407,Exempt Supply
Healthcare Service Invoice Rs 31670,Exempt Supply
Healthcare Service Invoice Rs 23488,Exempt Supply
Education Service Invoice Rs 24041,Exempt Supply
Exempt Supply Bill Rs 25233,Exempt Supply
Education Service Invoice Rs 13539,Exempt Supply
Exempt Supply Bill Rs 11318,Exempt Supply
Exempt Supply Bill Rs 88086,Exempt Supply
Exempt Supply Bill Rs 58697,Exempt Supply
Exempt Supply Bill Rs 80898,Exempt Supply
Education Service Invoice Rs 37372,Exempt Supply
Healthcare Service Invoice Rs 46816,Exempt Supply
Healthcare Service Invoice Rs 89339,Exempt Supply
Exempt Supply Bill Rs 22234,Exempt Supply
Healthcare Service Invoice Rs 90847,Exempt Supply
Education Service Invoice Rs 17980,Exempt Supply
Healthcare Service Invoice Rs 63007,Exempt Supply
Exempt Supply Bill Rs 3677,Exempt Supply
Exempt Supply Bill Rs 8675,Exempt Supply
Education Service Invoice Rs 43103,Exempt Supply
Exempt Supply Bill Rs 13090,Exempt Supply
Education Service Invoice Rs 11831,Exempt Supply
Healthcare Service Invoice Rs 70271,Exempt Supply
Education Service Invoice Rs 25967,Exempt Supply
Healthcare Service Invoice Rs 18453,Exempt Supply
Healthcare Service Invoice Rs 35814,Exempt Supply
Education Service Invoice Rs 35631,Exempt Supply
Education Service Invoice Rs 84751,Exempt Supply
Exempt Supply Bill Rs 4880,Exempt Supply
Healthcare Service Invoice Rs 42018,Exempt Supply
Healthcare Service Invoice Rs 91947,Exempt Supply
Healthcare Service Invoice Rs 49583,Exempt Supply
Education Service Invoice Rs 21708,Exempt Supply
Exempt Supply Bill Rs 65407,Exempt Supply
Education Service Invoice Rs 63499,Exempt Supply
Education Service Invoice Rs 92483,Exempt Supply
Exempt Supply Bill Rs 36075,Exempt Supply
Exempt Supply Bill Rs 84930,Exempt Supply
Exempt Supply Bill Rs 47337,Exempt Supply
Exempt Supply Bill Rs 36681,Exempt Supply
Exempt Supply Bill Rs 59170,Exempt Supply
Exempt Supply Bill Rs 92571,Exempt Supply
Exempt Supply Bill Rs 20529,Exempt Supply
Healthcare Service Invoice Rs 90016,Exempt Supply
Exempt Supply Bill Rs 28551,Exempt Supply
Healthcare Service Invoice Rs 4686,Exempt Supply
Education Service Invoice Rs 31350,Exempt Supply
Education Service Invoice Rs 98014,Exempt Supply
Education Service Invoice Rs 25368,Exempt Supply
Healthcare Service Invoice Rs 99324,Exempt Supply
Healthcare Service Invoice Rs 31713,Exempt Supply
Healthcare Service Invoice Rs 37624,Exempt Supply
Exempt Supply Bill Rs 78962,Exempt Supply
Healthcare Service Invoice Rs 31972,Exempt Supply
Exempt Supply Bill Rs 70239,Exempt Supply
Education Service Invoice Rs 52232,Exempt Supply
Healthcare Service Invoice Rs 62396,Exempt Supply
Healthcare Service Invoice Rs 25976,Exempt Supply
Exempt Supply Bill Rs 64423,Exempt Supply
Healthcare Service Invoice Rs 78059,Exempt Supply
Exempt Supply Bill Rs 69033,Exempt Supply
Exempt Supply Bill Rs 35628,Exempt Supply
Healthcare Service Invoice Rs 81751,Exempt Supply
Exempt Supply Bill Rs 13020,Exempt Supply
Education Service Invoice Rs 65489,Exempt Supply
Healthcare Service Invoice Rs 77329,Exempt Supply
Education Service Invoice Rs 5295,Exempt Supply
Healthcare Service Invoice Rs 69551,Exempt Supply
Education Service Invoice Rs 3863,Exempt Supply
Healthcare Service Invoice Rs 51763,Exempt Supply
Healthcare Service Invoice Rs 60728,Exempt Supply
Exempt Supply Bill Rs 9932,Exempt Supply
Exempt Supply Bill Rs 43775,Exempt Supply
Healthcare Service Invoice Rs 10687,Exempt Supply
