Invoice_Text,Category
TCS Nil Rated Supply Invoice Rs 97007,Exempt Supply
Wipro Exempt Goods Sale Rs 42834,Exempt Supply
Jio Tax Free Supply Invoice Rs 72355,Exempt Supply
Amazon Tax Free Supply Invoice Rs 74586,Exempt Supply
Amazon Tax Free Supply Invoice Rs 16381,Exempt Supply
Wipro Nil Rated Supply Invoice Rs 79825,Exempt Supply
Airtel Nil Rated Supply Invoice Rs 74027,Exempt Supply
Reliance Nil Rated Supply Invoice Rs 25002,Exempt Supply
Google Exempt Goods Sale Rs 28872,Exempt Supply
Jio Exempt Goods Sale Rs 75436,Exempt Supply
Amazon Exempt Goods Sale Rs 81187,Exempt Supply
Google Exempt Service Bill Rs 56706,Exempt Supply
TCS Nil Rated Supply Invoice Rs 96699,Exempt Supply
Flipkart Tax Free Supply Invoice Rs 26906,Exempt Supply
Reliance Exempt Goods Sale Rs 98399,Exempt Supply
Flipkart Nil Rated Supply Invoice Rs 95018,Exempt Supply
Google GST Exempt Supply Invoice Rs 86340,Exempt Supply
Wipro GST Exempt Supply Invoice Rs 79526,Exempt Supply
Airtel Exempt Service Bill Rs 56408,Exempt Supply
TCS Tax Free Supply Invoice Rs 87372,Exempt Supply
Infosys Tax Free Supply Invoice Rs 29632,Exempt Supply
HCL Exempt Service Bill Rs 28936,Exempt Supply
TCS Nil Rated Supply Invoice Rs 4757,Exempt Supply
Airtel Tax Free Supply Invoice Rs 29935,Exempt Supply
Airtel GST Exempt Supply Invoice Rs 80805,Exempt Supply
Flipkart Exempt Service Bill Rs 80711,Exempt Supply
Jio Nil Rated Supply Invoice Rs 94872,Exempt Supply
Amazon Exempt Goods Sale Rs 68758,Exempt Supply
Airtel Exempt Goods Sale Rs 84738,Exempt Supply
Wipro Exempt Goods Sale Rs 56367,Exempt Supply
Flipkart GST Exempt Supply Invoice Rs 90144,Exempt Supply
Infosys Exempt Service Bill Rs 51948,Exempt Supply
HCL GST Exempt Supply Invoice Rs 3413,Exempt Supply
HCL GST Exempt Supply Invoice Rs 21779,Exempt Supply
Flipkart Exempt Goods Sale Rs 71514,Exempt Supply
TCS Exempt Goods Sale Rs 96542,Exempt Supply
TCS GST Exempt Supply Invoice Rs 70302,Exempt Supply
Jio Exempt Goods Sale Rs 19362,Exempt Supply
Airtel GST Exempt Supply Invoice Rs 98949,Exempt Supply
Google Exempt Service Bill Rs 36100,Exempt Supply
Amazon Tax Free Supply Invoice Rs 30520,Exempt Supply
Google Nil Rated Supply Invoice Rs 71812,Exempt Supply
HCL GST Exempt Supply Invoice Rs 56057,Exempt Supply
Wipro Tax Free Supply Invoice Rs 27642,Exempt Supply
Reliance GST Exempt Supply Invoice Rs 68208,Exempt Supply
Google Tax Free Supply Invoice Rs 8191,Exempt Supply
Google GST Exempt Supply Invoice Rs 48166,Exempt Supply
Flipkart GST Exempt Supply Invoice Rs 52615,Exempt Supply
Jio Nil Rated Supply Invoice Rs 43572,Exempt Supply
Airtel GST Exempt Supply Invoice Rs 37579,Exempt Supply
Reliance Exempt Service Bill Rs 28560,Exempt Supply
