Account_Name,Account_Type,Debit,Credit
Bank Account,Asset,367692,0
Cash,Asset,230367,0
Vehicle,Asset,70011,0
Bank Account,Asset,21366,0
Accounts Receivable,Asset,439397,0
Furniture,Asset,211414,0
Bank Account,Asset,13252,0
Accounts Receivable,Asset,436627,0
Furniture,Asset,322300,0
Furniture,Asset,127390,0
Furniture,Asset,472225,0
Furniture,Asset,74864,0
Vehicle,Asset,224249,0
Inventory,Asset,103006,0
Furniture,Asset,202922,0
Bank Account,Asset,344626,0
Vehicle,Asset,395264,0
Inventory,Asset,142934,0
Bank Account,Asset,458073,0
Accounts Receivable,Asset,42367,0
Cash,Asset,67841,0
Bank Account,Asset,243871,0
Cash,Asset,337806,0
Bank Account,Asset,197193,0
Cash,Asset,363334,0
Furniture,Asset,162836,0
Vehicle,Asset,356121,0
Vehicle,Asset,109793,0
Inventory,Asset,485676,0
Furniture,Asset,143552,0
Inventory,Asset,98015,0
Furniture,Asset,357114,0
Cash,Asset,30406,0
Inventory,Asset,161154,0
Accounts Receivable,Asset,107345,0
Accounts Receivable,Asset,416600,0
Cash,Asset,487289,0
Vehicle,Asset,219895,0
Vehicle,Asset,207397,0
Inventory,Asset,147814,0
Accounts Receivable,Asset,67644,0
Cash,Asset,417654,0
Bank Account,Asset,353243,0
Accounts Receivable,Asset,175096,0
Furniture,Asset,324633,0
Cash,Asset,173677,0
Furniture,Asset,430272,0
Cash,Asset,194728,0
Furniture,Asset,313691,0
Furniture,Asset,129471,0
Cash,Asset,472214,0
Inventory,Asset,132709,0
Vehicle,Asset,464734,0
Accounts Receivable,Asset,338112,0
Cash,Asset,298787,0
Accounts Receivable,Asset,495074,0
Vehicle,Asset,36297,0
Cash,Asset,228038,0
Inventory,Asset,446290,0
Cash,Asset,331336,0
Furniture,Asset,267488,0
Cash,Asset,403856,0
Bank Account,Asset,187990,0
Vehicle,Asset,148891,0
Vehicle,Asset,424699,0
Furniture,Asset,270554,0
Furniture,Asset,211229,0
Cash,Asset,403486,0
Bank Account,Asset,406908,0
Vehicle,Asset,34106,0
Vehicle,Asset,134998,0
Accounts Receivable,Asset,421060,0
Accounts Receivable,Asset,454362,0
Vehicle,Asset,497376,0
Inventory,Asset,29207,0
Cash,Asset,37242,0
Furniture,Asset,365650,0
Accounts Receivable,Asset,21436,0
Bank Account,Asset,74722,0
Inventory,Asset,124342,0
Furniture,Asset,210755,0
Accounts Receivable,Asset,6876,0
Vehicle,Asset,323029,0
Cash,Asset,131180,0
Cash,Asset,94959,0
Cash,Asset,281066,0
Furniture,Asset,495790,0
Cash,Asset,420202,0
Bank Account,Asset,411199,0
Cash,Asset,239441,0
Accounts Receivable,Asset,229933,0
Bank Account,Asset,156281,0
Accounts Receivable,Asset,70837,0
Accounts Receivable,Asset,398058,0
Accounts Receivable,Asset,207317,0
Inventory,Asset,432032,0
Inventory,Asset,119607,0
Accounts Receivable,Asset,160510,0
Accounts Receivable,Asset,420271,0
Vehicle,Asset,441953,0
Accounts Receivable,Asset,454049,0
Furniture,Asset,271735,0
Furniture,Asset,34149,0
Furniture,Asset,273487,0
Vehicle,Asset,353579,0
Cash,Asset,232368,0
Accounts Receivable,Asset,88325,0
Bank Account,Asset,42864,0
Inventory,Asset,310829,0
Vehicle,Asset,95429,0
Inventory,Asset,49001,0
Vehicle,Asset,280245,0
Accounts Receivable,Asset,97208,0
Accounts Receivable,Asset,26592,0
Cash,Asset,315861,0
Cash,Asset,401585,0
Cash,Asset,261135,0
Accounts Receivable,Asset,258185,0
Furniture,Asset,213659,0
Vehicle,Asset,204381,0
Furniture,Asset,289146,0
Accounts Receivable,Asset,172807,0
Bank Account,Asset,437017,0
Accounts Receivable,Asset,326651,0
Accounts Receivable,Asset,26906,0
Inventory,Asset,453714,0
Cash,Asset,136958,0
Cash,Asset,183811,0
Cash,Asset,157835,0
Inventory,Asset,335065,0
Vehicle,Asset,258197,0
Cash,Asset,101794,0
Vehicle,Asset,431018,0
Vehicle,Asset,18656,0
Bank Account,Asset,69831,0
Bank Account,Asset,89229,0
Cash,Asset,327721,0
Cash,Asset,176202,0
Vehicle,Asset,239115,0
Vehicle,Asset,224838,0
Vehicle,Asset,448697,0
Vehicle,Asset,63222,0
Inventory,Asset,20913,0
Vehicle,Asset,129782,0
Bank Account,Asset,457225,0
Bank Account,Asset,185697,0
Inventory,Asset,348606,0
Furniture,Asset,402056,0
Vehicle,Asset,198600,0
Furniture,Asset,472763,0
Bank Account,Asset,26685,0
Accounts Receivable,Asset,465318,0
Bank Account,Asset,247992,0
Cash,Asset,323476,0
Furniture,Asset,309151,0
Vehicle,Asset,421256,0
Accounts Receivable,Asset,6039,0
Bank Account,Asset,217113,0
Inventory,Asset,351866,0
Furniture,Asset,235399,0
Furniture,Asset,203798,0
Bank Account,Asset,391334,0
Bank Account,Asset,67666,0
Cash,Asset,431767,0
Bank Account,Asset,257549,0
Inventory,Asset,38311,0
Furniture,Asset,123161,0
Inventory,Asset,102132,0
Accounts Receivable,Asset,332515,0
Accounts Receivable,Asset,351827,0
Inventory,Asset,474900,0
Inventory,Asset,246476,0
Accounts Receivable,Asset,479334,0
Accounts Receivable,Asset,197570,0
Accounts Receivable,Asset,315799,0
Accounts Receivable,Asset,175156,0
Furniture,Asset,392698,0
Furniture,Asset,198587,0
Accounts Receivable,Asset,455514,0
Inventory,Asset,405060,0
Cash,Asset,431600,0
Vehicle,Asset,369206,0
Cash,Asset,151816,0
Bank Account,Asset,331116,0
Accounts Receivable,Asset,411965,0
Cash,Asset,230210,0
Inventory,Asset,110784,0
Vehicle,Asset,474604,0
Bank Account,Asset,149385,0
Inventory,Asset,346783,0
Vehicle,Asset,249767,0
Cash,Asset,317530,0
Bank Account,Asset,489988,0
Bank Account,Asset,75364,0
Accounts Receivable,Asset,432093,0
Inventory,Asset,407586,0
Accounts Receivable,Asset,256025,0
Cash,Asset,423550,0
Furniture,Asset,264023,0
Vehicle,Asset,147564,0
Cash,Asset,252481,0
Inventory,Asset,50068,0
Accounts Receivable,Asset,176159,0
Accounts Receivable,Asset,152809,0
Accounts Receivable,Asset,302891,0
Vehicle,Asset,74937,0
Cash,Asset,174141,0
Vehicle,Asset,27648,0
Furniture,Asset,323752,0
Inventory,Asset,214726,0
Accounts Receivable,Asset,458195,0
Bank Account,Asset,145658,0
Bank Account,Asset,270317,0
Bank Account,Asset,315523,0
Cash,Asset,476402,0
Furniture,Asset,46159,0
Vehicle,Asset,130361,0
Bank Account,Asset,151788,0
Vehicle,Asset,458657,0
Cash,Asset,188555,0
Cash,Asset,218207,0
Cash,Asset,200563,0
Vehicle,Asset,90747,0
Bank Account,Asset,323302,0
Vehicle,Asset,467845,0
Cash,Asset,286742,0
Inventory,Asset,235060,0
Vehicle,Asset,457879,0
Inventory,Asset,97521,0
Accounts Receivable,Asset,334580,0
Inventory,Asset,62525,0
Accounts Receivable,Asset,185111,0
Vehicle,Asset,283769,0
Bank Account,Asset,271218,0
Inventory,Asset,188859,0
Accounts Receivable,Asset,459842,0
Cash,Asset,53736,0
Accounts Receivable,Asset,422555,0
Inventory,Asset,13224,0
Accounts Receivable,Asset,493518,0
Inventory,Asset,295729,0
Furniture,Asset,84021,0
Bank Account,Asset,54457,0
Accounts Receivable,Asset,117446,0
Furniture,Asset,290278,0
Bank Account,Asset,424428,0
Inventory,Asset,475352,0
Vehicle,Asset,15369,0
Accounts Receivable,Asset,457714,0
Accounts Receivable,Asset,279151,0
Cash,Asset,113986,0
Furniture,Asset,201784,0
Furniture,Asset,41153,0
Furniture,Asset,378414,0
Furniture,Asset,255167,0
Cash,Asset,323539,0
Vehicle,Asset,111961,0
Accounts Receivable,Asset,94417,0
Vehicle,Asset,103571,0
Vehicle,Asset,268068,0
Inventory,Asset,266358,0
Bank Account,Asset,116933,0
Inventory,Asset,392458,0
Bank Account,Asset,383866,0
Bank Account,Asset,71842,0
Bank Account,Asset,312950,0
Bank Account,Asset,118891,0
Cash,Asset,114171,0
Furniture,Asset,42695,0
Accounts Receivable,Asset,284837,0
Inventory,Asset,51037,0
Accounts Receivable,Asset,243243,0
Furniture,Asset,86556,0
Bank Account,Asset,489080,0
Bank Account,Asset,91141,0
Vehicle,Asset,488231,0
Vehicle,Asset,352517,0
Cash,Asset,471363,0
Inventory,Asset,346633,0
Vehicle,Asset,34437,0
Accounts Receivable,Asset,412211,0
Inventory,Asset,149963,0
Furniture,Asset,346149,0
Inventory,Asset,424057,0
Cash,Asset,442251,0
Bank Account,Asset,399115,0
Accounts Receivable,Asset,162797,0
Vehicle,Asset,332515,0
Inventory,Asset,360164,0
Inventory,Asset,273364,0
Cash,Asset,464008,0
Accounts Receivable,Asset,430164,0
Inventory,Asset,55303,0
Cash,Asset,461818,0
Furniture,Asset,134923,0
Bank Account,Asset,400932,0
Cash,Asset,108029,0
Bank Account,Asset,322544,0
Cash,Asset,97203,0
Bank Account,Asset,273084,0
Inventory,Asset,485556,0
Bank Account,Asset,65313,0
Bank Account,Asset,333388,0
Inventory,Asset,369279,0
Vehicle,Asset,32434,0
Furniture,Asset,499462,0
Furniture,Asset,343918,0
Furniture,Asset,447269,0
Accounts Receivable,Asset,14830,0
Vehicle,Asset,222724,0
Furniture,Asset,272866,0
Furniture,Asset,26198,0
Bank Account,Asset,179014,0
Furniture,Asset,54149,0
Cash,Asset,241571,0
Cash,Asset,216248,0
Cash,Asset,321208,0
Bank Account,Asset,141086,0
Cash,Asset,261774,0
Inventory,Asset,135726,0
Cash,Asset,203594,0
Bank Account,Asset,169921,0
Accounts Receivable,Asset,89600,0
Inventory,Asset,238768,0
Vehicle,Asset,475017,0
Furniture,Asset,82439,0
Inventory,Asset,425087,0
Bank Account,Asset,84621,0
Bank Account,Asset,57157,0
Furniture,Asset,163685,0
Vehicle,Asset,486554,0
Inventory,Asset,348172,0
Furniture,Asset,216558,0
Furniture,Asset,164002,0
Vehicle,Asset,446239,0
Cash,Asset,380184,0
Furniture,Asset,402191,0
Cash,Asset,347329,0
Inventory,Asset,115587,0
Bank Account,Asset,340213,0
Vehicle,Asset,25593,0
Furniture,Asset,264196,0
Vehicle,Asset,153911,0
Inventory,Asset,446011,0
Inventory,Asset,215455,0
Accounts Receivable,Asset,12387,0
Bank Account,Asset,133197,0
Inventory,Asset,462399,0
Bank Account,Asset,88054,0
Bank Account,Asset,479800,0
Vehicle,Asset,202141,0
Furniture,Asset,437373,0
Accounts Receivable,Asset,246389,0
Bank Account,Asset,431826,0
Accounts Receivable,Asset,161922,0
Furniture,Asset,248702,0
Cash,Asset,58780,0
Cash,Asset,284063,0
Cash,Asset,439786,0
Inventory,Asset,431765,0
Cash,Asset,225323,0
Accounts Receivable,Asset,259073,0
Cash,Asset,313779,0
Bank Account,Asset,432361,0
Furniture,Asset,458979,0
Bank Account,Asset,112991,0
Bank Account,Asset,210026,0
Cash,Asset,481604,0
Furniture,Asset,153792,0
Vehicle,Asset,348119,0
Inventory,Asset,151744,0
Accounts Receivable,Asset,42162,0
Bank Account,Asset,402543,0
Bank Account,Asset,83797,0
Inventory,Asset,250539,0
Accounts Receivable,Asset,225136,0
Vehicle,Asset,89781,0
Furniture,Asset,267017,0
Bank Account,Asset,228533,0
Vehicle,Asset,139931,0
Cash,Asset,308930,0
Vehicle,Asset,220743,0
Furniture,Asset,195202,0
Vehicle,Asset,424330,0
Furniture,Asset,74105,0
Cash,Asset,67491,0
Cash,Asset,109938,0
Vehicle,Asset,389368,0
Vehicle,Asset,472543,0
Accounts Receivable,Asset,481469,0
Inventory,Asset,186277,0
Accounts Receivable,Asset,82976,0
Accounts Receivable,Asset,317626,0
Accounts Receivable,Asset,334819,0
Vehicle,Asset,372616,0
Bank Account,Asset,420921,0
Bank Account,Asset,310425,0
Cash,Asset,243192,0
Vehicle,Asset,183507,0
Furniture,Asset,183991,0
Accounts Receivable,Asset,81842,0
Cash,Asset,274340,0
Accounts Receivable,Asset,496082,0
Cash,Asset,94929,0
Furniture,Asset,335055,0
Accounts Receivable,Asset,213014,0
Furniture,Asset,24922,0
Vehicle,Asset,396025,0
Bank Account,Asset,179216,0
Furniture,Asset,466578,0
Furniture,Asset,311634,0
Accounts Receivable,Asset,404938,0
Vehicle,Asset,167588,0
Bank Account,Asset,363824,0
Vehicle,Asset,341462,0
Accounts Receivable,Asset,376836,0
Inventory,Asset,397105,0
Inventory,Asset,393303,0
Furniture,Asset,244274,0
Vehicle,Asset,31184,0
Vehicle,Asset,296762,0
Bank Account,Asset,410402,0
Furniture,Asset,416264,0
Bank Account,Asset,32108,0
Vehicle,Asset,382065,0
Cash,Asset,388649,0
Bank Account,Asset,11206,0
Bank Account,Asset,92468,0
Vehicle,Asset,65819,0
Accounts Receivable,Asset,20198,0
Furniture,Asset,395306,0
Furniture,Asset,138642,0
Accounts Receivable,Asset,486843,0
Cash,Asset,261157,0
Bank Account,Asset,24220,0
Vehicle,Asset,160474,0
Furniture,Asset,163403,0
Inventory,Asset,423695,0
Vehicle,Asset,285059,0
Accounts Receivable,Asset,112881,0
Cash,Asset,220771,0
Inventory,Asset,221324,0
Vehicle,Asset,402181,0
Bank Account,Asset,263488,0
Vehicle,Asset,152112,0
Vehicle,Asset,126964,0
Furniture,Asset,306738,0
Vehicle,Asset,48877,0
Furniture,Asset,60888,0
Bank Account,Asset,328547,0
Bank Account,Asset,420778,0
Furniture,Asset,43654,0
Cash,Asset,86508,0
Inventory,Asset,198188,0
Cash,Asset,126439,0
Cash,Asset,161614,0
Inventory,Asset,284113,0
Furniture,Asset,11527,0
Furniture,Asset,242772,0
Cash,Asset,164869,0
Inventory,Asset,177120,0
Cash,Asset,149634,0
Furniture,Asset,130671,0
Furniture,Asset,126599,0
Cash,Asset,33170,0
Cash,Asset,127303,0
Furniture,Asset,87648,0
Cash,Asset,495895,0
Vehicle,Asset,401154,0
Accounts Receivable,Asset,377100,0
Cash,Asset,8714,0
Furniture,Asset,397461,0
Inventory,Asset,453031,0
Furniture,Asset,259335,0
Cash,Asset,212552,0
Bank Account,Asset,304309,0
Bank Account,Asset,464994,0
Accounts Receivable,Asset,353272,0
Inventory,Asset,468780,0
Vehicle,Asset,408641,0
Furniture,Asset,88855,0
Accounts Receivable,Asset,350594,0
Bank Account,Asset,278452,0
Furniture,Asset,147215,0
Accounts Receivable,Asset,387069,0
Accounts Receivable,Asset,342120,0
Furniture,Asset,130545,0
Bank Account,Asset,350341,0
Furniture,Asset,313913,0
Accounts Receivable,Asset,81185,0
Bank Account,Asset,474242,0
Cash,Asset,233950,0
Bank Account,Asset,200165,0
Furniture,Asset,17076,0
Furniture,Asset,432767,0
Accounts Receivable,Asset,65214,0
Inventory,Asset,127378,0
Cash,Asset,152124,0
Vehicle,Asset,465854,0
Inventory,Asset,51296,0
Bank Account,Asset,244713,0
Cash,Asset,25451,0
Bank Account,Asset,304734,0
Furniture,Asset,112091,0
Inventory,Asset,340415,0
Accounts Receivable,Asset,251429,0
Vehicle,Asset,34204,0
Vehicle,Asset,447040,0
Accounts Receivable,Asset,16482,0
Inventory,Asset,434939,0
Inventory,Asset,97742,0
Bank Account,Asset,452723,0
Accounts Receivable,Asset,61256,0
Bank Account,Asset,6952,0
Vehicle,Asset,442686,0
Accounts Receivable,Asset,83885,0
Furniture,Asset,488925,0
Accounts Receivable,Asset,33552,0
Cash,Asset,176998,0
Furniture,Asset,140997,0
Bank Account,Asset,80306,0
Accounts Receivable,Asset,452931,0
Inventory,Asset,187817,0
Bank Account,Asset,327977,0
Cash,Asset,311461,0
Bank Account,Asset,489184,0
Bank Account,Asset,142610,0
Furniture,Asset,316944,0
Furniture,Asset,413904,0
Furniture,Asset,147896,0
Bank Account,Asset,181694,0
Accounts Receivable,Asset,372562,0
Bank Account,Asset,119290,0
Accounts Receivable,Asset,190833,0
Accounts Receivable,Asset,147085,0
Cash,Asset,169852,0
Inventory,Asset,454708,0
Vehicle,Asset,29690,0
Accounts Receivable,Asset,305580,0
Accounts Receivable,Asset,224359,0
Accounts Receivable,Asset,174209,0
Vehicle,Asset,369745,0
Bank Account,Asset,483660,0
Accounts Receivable,Asset,373310,0
Furniture,Asset,393414,0
Accounts Receivable,Asset,474033,0
Vehicle,Asset,28377,0
Furniture,Asset,57359,0
Vehicle,Asset,96438,0
Accounts Receivable,Asset,115518,0
Bank Account,Asset,437594,0
Bank Account,Asset,219236,0
Accounts Receivable,Asset,327195,0
Cash,Asset,153968,0
Bank Account,Asset,391592,0
Vehicle,Asset,27717,0
Accounts Receivable,Asset,401487,0
Vehicle,Asset,373864,0
Bank Account,Asset,355002,0
Accounts Payable,Liability,0,455437
Accounts Payable,Liability,0,329124
TDS Payable,Liability,0,424161
Bank Loan,Liability,0,368666
Bank Loan,Liability,0,376481
TDS Payable,Liability,0,64667
Bank Loan,Liability,0,318479
Bank Loan,Liability,0,471104
Bank Loan,Liability,0,418160
Accounts Payable,Liability,0,342973
Accounts Payable,Liability,0,169478
GST Payable,Liability,0,361217
Accounts Payable,Liability,0,399985
Accounts Payable,Liability,0,272012
GST Payable,Liability,0,31952
Bank Loan,Liability,0,469026
GST Payable,Liability,0,469876
TDS Payable,Liability,0,148538
Accounts Payable,Liability,0,88443
Accounts Payable,Liability,0,366150
Bank Loan,Liability,0,480195
Bank Loan,Liability,0,174604
GST Payable,Liability,0,75861
GST Payable,Liability,0,65192
Bank Loan,Liability,0,259192
Accounts Payable,Liability,0,450096
Accounts Payable,Liability,0,254527
GST Payable,Liability,0,207720
TDS Payable,Liability,0,54279
Accounts Payable,Liability,0,31536
Bank Loan,Liability,0,124757
GST Payable,Liability,0,341539
TDS Payable,Liability,0,154492
GST Payable,Liability,0,22697
TDS Payable,Liability,0,390537
Bank Loan,Liability,0,385233
GST Payable,Liability,0,339025
GST Payable,Liability,0,21841
Bank Loan,Liability,0,293438
GST Payable,Liability,0,392141
Accounts Payable,Liability,0,95234
TDS Payable,Liability,0,324941
GST Payable,Liability,0,438550
GST Payable,Liability,0,450663
TDS Payable,Liability,0,11070
Accounts Payable,Liability,0,72072
Accounts Payable,Liability,0,241187
TDS Payable,Liability,0,95446
Accounts Payable,Liability,0,465761
Accounts Payable,Liability,0,253215
GST Payable,Liability,0,84035
TDS Payable,Liability,0,158244
TDS Payable,Liability,0,104705
GST Payable,Liability,0,96301
TDS Payable,Liability,0,277095
GST Payable,Liability,0,429577
GST Payable,Liability,0,35490
Bank Loan,Liability,0,343006
GST Payable,Liability,0,188535
GST Payable,Liability,0,320580
TDS Payable,Liability,0,306769
GST Payable,Liability,0,485667
Accounts Payable,Liability,0,96656
Bank Loan,Liability,0,325987
Accounts Payable,Liability,0,138463
Accounts Payable,Liability,0,112157
TDS Payable,Liability,0,339539
GST Payable,Liability,0,372378
Accounts Payable,Liability,0,217211
Accounts Payable,Liability,0,321267
TDS Payable,Liability,0,69703
GST Payable,Liability,0,487085
TDS Payable,Liability,0,112414
Accounts Payable,Liability,0,409475
TDS Payable,Liability,0,66465
GST Payable,Liability,0,312689
GST Payable,Liability,0,247654
Bank Loan,Liability,0,221703
Accounts Payable,Liability,0,80418
GST Payable,Liability,0,119467
TDS Payable,Liability,0,68662
GST Payable,Liability,0,435060
GST Payable,Liability,0,344228
TDS Payable,Liability,0,276274
Bank Loan,Liability,0,72105
TDS Payable,Liability,0,456627
GST Payable,Liability,0,28866
GST Payable,Liability,0,25968
Bank Loan,Liability,0,418347
TDS Payable,Liability,0,419100
Accounts Payable,Liability,0,98496
GST Payable,Liability,0,363994
GST Payable,Liability,0,152422
GST Payable,Liability,0,459625
Bank Loan,Liability,0,48769
TDS Payable,Liability,0,315937
TDS Payable,Liability,0,89882
GST Payable,Liability,0,111227
GST Payable,Liability,0,411890
Bank Loan,Liability,0,172209
Accounts Payable,Liability,0,468521
TDS Payable,Liability,0,210421
Accounts Payable,Liability,0,308014
Bank Loan,Liability,0,311288
GST Payable,Liability,0,41890
Bank Loan,Liability,0,488624
GST Payable,Liability,0,181211
TDS Payable,Liability,0,290568
Accounts Payable,Liability,0,112544
Bank Loan,Liability,0,126816
GST Payable,Liability,0,235235
Bank Loan,Liability,0,326456
Accounts Payable,Liability,0,211910
Accounts Payable,Liability,0,417237
TDS Payable,Liability,0,415030
Accounts Payable,Liability,0,266847
Accounts Payable,Liability,0,442385
GST Payable,Liability,0,199803
TDS Payable,Liability,0,227569
TDS Payable,Liability,0,269043
TDS Payable,Liability,0,336050
GST Payable,Liability,0,474951
Bank Loan,Liability,0,120476
Bank Loan,Liability,0,471339
Accounts Payable,Liability,0,50129
TDS Payable,Liability,0,150258
GST Payable,Liability,0,209761
Bank Loan,Liability,0,354270
TDS Payable,Liability,0,378722
Bank Loan,Liability,0,475393
GST Payable,Liability,0,142260
GST Payable,Liability,0,361907
Bank Loan,Liability,0,458004
TDS Payable,Liability,0,326416
Accounts Payable,Liability,0,265722
GST Payable,Liability,0,374191
Bank Loan,Liability,0,265254
Accounts Payable,Liability,0,175327
Accounts Payable,Liability,0,397524
TDS Payable,Liability,0,315005
Accounts Payable,Liability,0,98320
Accounts Payable,Liability,0,187631
Bank Loan,Liability,0,155073
Bank Loan,Liability,0,424007
Accounts Payable,Liability,0,346308
GST Payable,Liability,0,218444
GST Payable,Liability,0,375453
Accounts Payable,Liability,0,479752
Accounts Payable,Liability,0,29830
Bank Loan,Liability,0,431237
TDS Payable,Liability,0,405482
TDS Payable,Liability,0,193937
Bank Loan,Liability,0,344264
Accounts Payable,Liability,0,31312
GST Payable,Liability,0,333218
Accounts Payable,Liability,0,173314
TDS Payable,Liability,0,177767
TDS Payable,Liability,0,440745
TDS Payable,Liability,0,252030
TDS Payable,Liability,0,430622
TDS Payable,Liability,0,164603
Bank Loan,Liability,0,257939
Accounts Payable,Liability,0,400926
GST Payable,Liability,0,237784
Accounts Payable,Liability,0,403843
GST Payable,Liability,0,468741
Accounts Payable,Liability,0,324607
Bank Loan,Liability,0,253428
TDS Payable,Liability,0,351103
Bank Loan,Liability,0,207042
GST Payable,Liability,0,349340
Accounts Payable,Liability,0,13445
Bank Loan,Liability,0,433940
Accounts Payable,Liability,0,367286
Accounts Payable,Liability,0,457737
Accounts Payable,Liability,0,145700
Accounts Payable,Liability,0,487836
Accounts Payable,Liability,0,218611
Accounts Payable,Liability,0,369696
TDS Payable,Liability,0,395890
GST Payable,Liability,0,166468
Bank Loan,Liability,0,360765
GST Payable,Liability,0,250484
GST Payable,Liability,0,143186
Accounts Payable,Liability,0,386457
GST Payable,Liability,0,463131
Bank Loan,Liability,0,316721
Accounts Payable,Liability,0,244367
TDS Payable,Liability,0,467154
GST Payable,Liability,0,124124
Accounts Payable,Liability,0,94352
Accounts Payable,Liability,0,43991
GST Payable,Liability,0,89668
TDS Payable,Liability,0,391971
TDS Payable,Liability,0,372333
Bank Loan,Liability,0,62302
Bank Loan,Liability,0,32794
Bank Loan,Liability,0,9416
Bank Loan,Liability,0,163252
GST Payable,Liability,0,146246
TDS Payable,Liability,0,331154
Accounts Payable,Liability,0,284648
TDS Payable,Liability,0,191291
Bank Loan,Liability,0,321058
TDS Payable,Liability,0,473792
GST Payable,Liability,0,460808
GST Payable,Liability,0,218262
Bank Loan,Liability,0,460666
Bank Loan,Liability,0,73642
GST Payable,Liability,0,18123
TDS Payable,Liability,0,444604
Accounts Payable,Liability,0,98854
Bank Loan,Liability,0,239635
Accounts Payable,Liability,0,437059
Bank Loan,Liability,0,178081
TDS Payable,Liability,0,109429
TDS Payable,Liability,0,338705
GST Payable,Liability,0,459726
Bank Loan,Liability,0,118792
Accounts Payable,Liability,0,313085
GST Payable,Liability,0,388005
Accounts Payable,Liability,0,463479
GST Payable,Liability,0,207796
TDS Payable,Liability,0,206072
GST Payable,Liability,0,154272
GST Payable,Liability,0,339097
Accounts Payable,Liability,0,358685
Accounts Payable,Liability,0,75356
TDS Payable,Liability,0,104546
Bank Loan,Liability,0,45780
GST Payable,Liability,0,144470
Accounts Payable,Liability,0,197971
GST Payable,Liability,0,24660
Bank Loan,Liability,0,23185
Accounts Payable,Liability,0,91703
Bank Loan,Liability,0,271639
TDS Payable,Liability,0,235892
Accounts Payable,Liability,0,134265
TDS Payable,Liability,0,57049
Accounts Payable,Liability,0,166102
Accounts Payable,Liability,0,412259
Accounts Payable,Liability,0,245545
Accounts Payable,Liability,0,342160
GST Payable,Liability,0,321965
TDS Payable,Liability,0,92280
Accounts Payable,Liability,0,321471
GST Payable,Liability,0,233106
TDS Payable,Liability,0,449882
Bank Loan,Liability,0,178432
GST Payable,Liability,0,426846
Accounts Payable,Liability,0,181681
GST Payable,Liability,0,155307
Bank Loan,Liability,0,62761
Bank Loan,Liability,0,240711
GST Payable,Liability,0,135690
TDS Payable,Liability,0,296683
Accounts Payable,Liability,0,305451
Bank Loan,Liability,0,480557
TDS Payable,Liability,0,24374
GST Payable,Liability,0,40905
Accounts Payable,Liability,0,7690
GST Payable,Liability,0,344009
GST Payable,Liability,0,487978
GST Payable,Liability,0,123642
TDS Payable,Liability,0,28529
GST Payable,Liability,0,143178
GST Payable,Liability,0,441950
GST Payable,Liability,0,49456
Accounts Payable,Liability,0,330380
TDS Payable,Liability,0,336709
Accounts Payable,Liability,0,224726
GST Payable,Liability,0,378326
Accounts Payable,Liability,0,328189
Accounts Payable,Liability,0,321919
GST Payable,Liability,0,84570
TDS Payable,Liability,0,198347
Accounts Payable,Liability,0,206484
TDS Payable,Liability,0,42262
Accounts Payable,Liability,0,182970
Bank Loan,Liability,0,411131
GST Payable,Liability,0,119858
TDS Payable,Liability,0,241646
Accounts Payable,Liability,0,25760
GST Payable,Liability,0,478817
GST Payable,Liability,0,387353
TDS Payable,Liability,0,314217
Accounts Payable,Liability,0,447991
GST Payable,Liability,0,14102
Accounts Payable,Liability,0,89963
GST Payable,Liability,0,361713
GST Payable,Liability,0,90949
Bank Loan,Liability,0,48731
Bank Loan,Liability,0,274966
Accounts Payable,Liability,0,422659
Bank Loan,Liability,0,446652
Bank Loan,Liability,0,373621
Accounts Payable,Liability,0,20515
GST Payable,Liability,0,222373
TDS Payable,Liability,0,280846
TDS Payable,Liability,0,465935
TDS Payable,Liability,0,496526
TDS Payable,Liability,0,208229
GST Payable,Liability,0,88326
Bank Loan,Liability,0,228805
GST Payable,Liability,0,440185
TDS Payable,Liability,0,165430
TDS Payable,Liability,0,200617
GST Payable,Liability,0,320603
GST Payable,Liability,0,388491
Accounts Payable,Liability,0,119811
TDS Payable,Liability,0,325910
TDS Payable,Liability,0,38309
GST Payable,Liability,0,164774
TDS Payable,Liability,0,141807
Bank Loan,Liability,0,189250
GST Payable,Liability,0,150257
TDS Payable,Liability,0,228717
GST Payable,Liability,0,53871
GST Payable,Liability,0,370907
Bank Loan,Liability,0,272548
Accounts Payable,Liability,0,149729
GST Payable,Liability,0,458053
GST Payable,Liability,0,170490
TDS Payable,Liability,0,408192
GST Payable,Liability,0,20638
Accounts Payable,Liability,0,286795
Accounts Payable,Liability,0,295623
GST Payable,Liability,0,371938
Bank Loan,Liability,0,96991
Accounts Payable,Liability,0,98369
Accounts Payable,Liability,0,303186
GST Payable,Liability,0,450697
TDS Payable,Liability,0,169922
Accounts Payable,Liability,0,96755
TDS Payable,Liability,0,478465
Accounts Payable,Liability,0,362202
Accounts Payable,Liability,0,315516
GST Payable,Liability,0,305421
TDS Payable,Liability,0,225735
TDS Payable,Liability,0,138437
Accounts Payable,Liability,0,268941
GST Payable,Liability,0,430377
TDS Payable,Liability,0,128263
Bank Loan,Liability,0,110947
TDS Payable,Liability,0,349685
Accounts Payable,Liability,0,335649
Bank Loan,Liability,0,454305
Bank Loan,Liability,0,499070
Bank Loan,Liability,0,473215
GST Payable,Liability,0,31228
Bank Loan,Liability,0,240192
TDS Payable,Liability,0,388260
TDS Payable,Liability,0,499877
